"uniprot_id"	"prediction_disorder_mobidb_lite"	"prediction_disorder_alphafold"	"hgnc_symbol"	"start_position"	"end_position"	"gene_biotype"
"8670"	"Q96MS0"	0.299	0.424	"ROBO3"	124865432	124881471	"protein_coding"
"8671"	"Q96MS3"	NA	0	"GLT1D1"	128853427	128984968	"protein_coding"
"8672"	"Q96MT1"	0.086	0.131	"RNF145"	159157409	159210053	"protein_coding"
"8673"	"Q96MT3"	0.15	0.643	"PRICKLE1"	42456757	42590355	"protein_coding"
"8674"	"Q96MT7"	0.135	0.256	"CFAP44"	113286930	113441610	"protein_coding"
"8675"	"Q96MT8"	NA	0.559	"CEP63"	134485699	134587789	"protein_coding"
"8676"	"Q96MU7"	0.675	0.748	"YTHDC1"	4029	43731	"protein_coding"
"8677"	"Q96MW1"	0.308	0.54	"CCDC43"	44673069	44689779	"protein_coding"
"8678"	"Q96MW5"	0.074	0.266	"COG8"	69320140	69339583	"protein_coding"
"8679"	"Q96MW7"	0.071	0.147	"TIGD1"	232543883	232550557	"protein_coding"
"8680"	"Q96MX0"	0.115	0.275	"CMTM3"	66603874	66613892	"protein_coding"
"8681"	"Q96MX3"	0.421	0.523	"ZNF48"	30378106	30400108	"protein_coding"
"8682"	"Q96MY1"	0.537	0.748	"NOL4L"	32443059	32585333	"protein_coding"
"8683"	"Q96MY7"	0.366	0.898	"FAM161B"	73931501	73950414	"protein_coding"
"8684"	"Q96N06"	0.906	1	"SPATA33"	89657740	89671272	"protein_coding"
"8685"	"Q96N16"	0.077	0.522	"JAKMIP1"	6026199	6200591	"protein_coding"
"8686"	"Q96N20"	NA	0.294	"ZNF75A"	3305406	3318852	"protein_coding"
"8687"	"Q96N21"	0.459	0.528	"TEPSIN"	81228277	81239091	"protein_coding"
"8688"	"Q96N23"	0.021	NA	"CFAP54"	96489571	96875555	"protein_coding"
"8689"	"Q96N28"	NA	0	"PRELID3A"	12407896	12432238	"protein_coding"
"8690"	"Q96N46"	0.329	0.455	"TTC14"	180602163	180617828	"protein_coding"
"8691"	"Q96N64"	0.577	0.808	"PWWP2A"	160061801	160119450	"protein_coding"
"8692"	"Q96N66"	0.042	0.049	"MBOAT7"	148185	164679	"protein_coding"
"8693"	"Q96N67"	0.061	0.196	"DOCK7"	62454298	62688386	"protein_coding"
"8694"	"Q96N96"	0.121	0.34	"SPATA13"	23979805	24307074	"protein_coding"
"8695"	"Q96NA2"	0.394	0.551	"RILP"	76173	80105	"protein_coding"
"8696"	"Q96NA8"	0.203	0.483	"TSNARE1"	142212080	142403182	"protein_coding"
"8697"	"Q96NB2"	NA	0.003	"SFXN2"	102714538	102743492	"protein_coding"
"8698"	"Q96NB3"	0.355	0.672	"ZNF830"	34961540	34963777	"protein_coding"
"8699"	"Q96NC0"	0.236	0.709	"ZMAT2"	140698680	140706686	"protein_coding"
"8700"	"Q96ND0"	0.099	0.544	"FAM210A"	13663347	13726663	"protein_coding"
"8701"	"Q96NG5"	NA	0.266	"ZNF558"	8806170	8832314	"protein_coding"
"8702"	"Q96NH3"	0.024	0.059	"TBC1D32"	121079494	121334745	"protein_coding"
"8703"	"Q96NI6"	0.153	0.366	"LRFN5"	41606876	41904549	"protein_coding"
"8704"	"Q96NJ6"	0.165	0.287	"ZFP3"	5078467	5096374	"protein_coding"
"8705"	"Q96NL0"	0.114	0.444	"RUNDC3B"	87627548	87832296	"protein_coding"
"8706"	"Q96NL6"	NA	0.314	"SCLT1"	128864921	129093600	"protein_coding"
"8707"	"Q96NM4"	0.439	0.922	"TOX2"	43914852	44069616	"protein_coding"
"8708"	"Q96NR3"	NA	0.048	"PTCHD1"	23334849	23404374	"protein_coding"
"8709"	"Q96NS5"	NA	0.073	"ASB16"	44170447	44179084	"protein_coding"
"8710"	"Q96NT0"	0.172	0.261	"CCDC115"	130337933	130342699	"protein_coding"
"8711"	"Q96NT1"	0.659	0.753	"NAP1L5"	88695913	88697829	"protein_coding"
"8712"	"Q96NU1"	0.391	0.891	"SAMD11"	923923	944575	"protein_coding"
"8713"	"Q96NU7"	NA	0	"AMDHD1"	95943331	95968720	"protein_coding"
"8714"	"Q96NW4"	0.1	0.25	"ANKRD27"	32597006	32676597	"protein_coding"
"8715"	"Q96NX5"	0.059	0.359	"CAMK1G"	209583714	209613939	"protein_coding"
"8716"	"Q96NY7"	0.634	0.462	"CLIC6"	34668994	34718227	"protein_coding"
"8717"	"Q96NY9"	0.085	0.18	"MUS81"	65857126	65867653	"protein_coding"
"8718"	"Q96NZ1"	0.106	0.764	"FOXN4"	109277978	109309284	"protein_coding"
"8719"	"Q96NZ8"	0.038	0.17	"WFIKKN1"	629239	634117	"protein_coding"
"8720"	"Q96P11"	NA	0	"NSUN5"	73302516	73308826	"protein_coding"
"8721"	"Q96P15"	NA	0.033	"SERPINB11"	63647579	63726432	"protein_coding"
"8722"	"Q96P16"	NA	0.224	"RPRD1A"	35984387	36067576	"protein_coding"
"8723"	"Q96P47"	0.214	0.36	"AGAP3"	151085831	151144436	"protein_coding"
"8724"	"Q96P48"	0.128	0.237	"ARAP1"	72685069	72793599	"protein_coding"
"8725"	"Q96P50"	0.056	0.26	"ACAP3"	1292390	1309609	"protein_coding"
"8726"	"Q96P53"	NA	0.035	"WDFY2"	51584455	51767709	"protein_coding"
"8727"	"Q96P56"	0.153	0.274	"CATSPER2"	43628503	43668118	"protein_coding"
"8728"	"Q96P63"	0.049	0.002	"SERPINB12"	63542369	63569329	"protein_coding"
"8729"	"Q96P65"	NA	0.23	"QRFPR"	121328642	121381059	"protein_coding"
"8730"	"Q96P70"	0.031	0.064	"IPO9"	201829149	201884291	"protein_coding"
"8731"	"Q96P71"	0.119	0.399	"NECAB3"	33657087	33674463	"protein_coding"
"8732"	"Q96PC2"	0.063	0.19	"IP6K3"	33721662	33746905	"protein_coding"
"8733"	"Q96PC3"	NA	0.065	"AP1S3"	223667680	223838027	"protein_coding"
"8734"	"Q96PC5"	0.244	0.697	"MIA2"	39230231	39388513	"protein_coding"
"8735"	"Q96PD2"	0.11	0.503	"DCBLD2"	98795941	98901695	"protein_coding"
"8736"	"Q96PE1"	0.179	0.327	"ADGRA2"	37784191	37844896	"protein_coding"
"8737"	"Q96PE2"	0.527	0.619	"ARHGEF17"	73308276	73369388	"protein_coding"
"8738"	"Q96PE3"	NA	0.175	"INPP4A"	98444854	98594392	"protein_coding"
"8739"	"Q96PE7"	NA	0.233	"MCEE"	71109684	71130239	"protein_coding"
"8740"	"Q96PG8"	0.9	1	"BBC3"	47220822	47232766	"protein_coding"
"8741"	"Q96PH1"	0.026	0.119	"NOX5"	68930504	69062743	"protein_coding"
"8742"	"Q96PK6"	0.17	0.78	"RBM14"	66616626	66629934	"protein_coding"
"8743"	"Q96PM5"	NA	0.073	"RCHY1"	75479033	75514764	"protein_coding"
"8744"	"Q96PM9"	0.35	0.806	"ZNF385A"	54369133	54391298	"protein_coding"
"8745"	"Q96PN6"	NA	0.025	"ADCY10"	167809386	167914215	"protein_coding"
"8746"	"Q96PN7"	0.361	0.824	"TRERF1"	42224931	42452051	"protein_coding"
"8747"	"Q96PN8"	NA	0	"TSSK3"	32351521	32364312	"protein_coding"
"8748"	"Q96PP4"	0.102	0.975	"TSGA13"	130668643	130687432	"protein_coding"
"8749"	"Q96PP8"	NA	0.148	"GBP5"	89256189	89272860	"protein_coding"
"8750"	"Q96PP9"	NA	0.03	"GBP4"	89181144	89198942	"protein_coding"
"8751"	"Q96PQ6"	0.034	0.309	"ZNF317"	9140397	9163424	"protein_coding"
"8752"	"Q96PQ7"	0.044	0.274	"KLHL5"	39045039	39126857	"protein_coding"
"8753"	"Q96PU4"	0.146	0.221	"UHRF2"	6413151	6507054	"protein_coding"
"8754"	"Q96PU5"	0.205	0.341	"NEDD4L"	58044226	58401540	"protein_coding"
"8755"	"Q96PU8"	NA	0.44	"QKI"	163414000	163578592	"protein_coding"
"8756"	"Q96PV0"	0.291	0.582	"SYNGAP1"	4868795	4902412	"protein_coding"
"8757"	"Q96PV6"	0.495	0.631	"LENG8"	355231	368530	"protein_coding"
"8758"	"Q96PV7"	0.557	0.965	"FAM193B"	177519789	177554586	"protein_coding"
"8759"	"Q96PX6"	0.553	0.714	"CCDC85A"	56183990	56386172	"protein_coding"
"8760"	"Q96PX8"	0.072	0.303	"SLITRK1"	83877205	83882474	"protein_coding"
"8761"	"Q96PX9"	0.256	0.474	"PLEKHG4B"	92168	189972	"protein_coding"
"8762"	"Q96PY5"	0.078	0.334	"FMNL2"	152335174	152649826	"protein_coding"
"8763"	"Q96PY6"	0.119	0.659	"NEK1"	169369704	169612632	"protein_coding"
"8764"	"Q96PZ0"	0.147	0.15	"PUS7"	105439661	105522271	"protein_coding"
"8765"	"Q96PZ2"	0.049	0.193	"FAM111A"	59142748	59155039	"protein_coding"
"8766"	"Q96PZ7"	NA	NA	"CSMD1"	2935353	4994972	"protein_coding"
"8767"	"Q96Q04"	0.654	0.804	"LMTK3"	48485271	48513935	"protein_coding"
"8768"	"Q96Q05"	NA	0.111	"TRAPPC9"	139727725	140458579	"protein_coding"
"8769"	"Q96Q07"	0.087	0.119	"BTBD9"	38168451	38640148	"protein_coding"
"8770"	"Q96Q11"	NA	0.062	"TRNT1"	3126933	3153435	"protein_coding"
"8771"	"Q96Q15"	0.054	NA	"SMG1"	18804860	18926408	"protein_coding"
"8772"	"Q96Q27"	NA	0.116	"ASB2"	1048715	1091353	"protein_coding"
"8773"	"Q96Q42"	0.03	0.196	"ALS2"	201700267	201782112	"protein_coding"
"8774"	"Q96Q45"	0.336	0.581	"TMEM237"	201620184	201643570	"protein_coding"
"8775"	"Q96Q77"	NA	0.011	"CIB3"	16161368	16173525	"protein_coding"
"8776"	"Q96Q83"	0.087	0.238	"ALKBH3"	43880811	43920274	"protein_coding"
"8777"	"Q96Q89"	0.049	0.513	"KIF20B"	89701590	89774939	"protein_coding"
"8778"	"Q96QA5"	NA	0.067	"GSDMA"	39953263	39977768	"protein_coding"
"8779"	"Q96QC0"	0.555	0.827	"PPP1R10"	30600413	30618612	"protein_coding"
"8780"	"Q96QD5"	NA	0.164	"DEPDC7"	33015876	33033582	"protein_coding"
"8781"	"Q96QD8"	0.045	0.206	"SLC38A2"	46358188	46372773	"protein_coding"
"8782"	"Q96QD9"	0.148	1	"FYTTD1"	197737179	197787596	"protein_coding"
"8783"	"Q96QE2"	NA	0.16	"SLC2A13"	39755025	40106089	"protein_coding"
"8784"	"Q96QE3"	0.176	0.712	"ATAD5"	30831966	30895869	"protein_coding"
"8785"	"Q96QE5"	NA	0.167	"TEFM"	30897336	30906238	"protein_coding"
"8786"	"Q96QF0"	0.076	0.529	"RAB3IP"	69738860	69823204	"protein_coding"
"8787"	"Q96QG7"	NA	0.031	"MTMR9"	2018699	2062035	"protein_coding"
"8788"	"Q96QH2"	0.837	0.873	"PRAM1"	8490056	8502640	"protein_coding"
"8789"	"Q96QK1"	NA	0.013	"VPS35"	46656132	46689518	"protein_coding"
"8790"	"Q96QP1"	0.105	0.395	"ALPK1"	112285509	112442621	"protein_coding"
"8791"	"Q96QR8"	0.196	0.372	"PURB"	44876299	44885530	"protein_coding"
"8792"	"Q96QS6"	0.068	0.179	"PSKH2"	86047109	86088621	"protein_coding"
"8793"	"Q96QT4"	0.066	0.265	"TRPM7"	50552473	50686797	"protein_coding"
"8794"	"Q96QT6"	0.233	0.742	"PHF12"	28905250	28951771	"protein_coding"
"8795"	"Q96QU1"	0.048	0.276	"PCDH15"	53802771	55627942	"protein_coding"
"8796"	"Q96QU6"	0.044	0.156	"ACCS"	44065925	44084237	"protein_coding"
"8797"	"Q96QU8"	NA	0.017	"XPO6"	28097976	28211965	"protein_coding"
"8798"	"Q96QZ7"	0.391	0.508	"MAGI1"	65353525	66038918	"protein_coding"
"8799"	"Q96R06"	0.081	0.629	"SPAG5"	28577565	28599025	"protein_coding"
"8800"	"Q96R30"	NA	0.054	"OR2V2"	181147586	181159285	"protein_coding"
"8801"	"Q96RD3"	NA	0.019	"OR52E6"	5840928	5841952	"protein_coding"
"8802"	"Q96RD6"	0.13	0.467	"PANX2"	50170731	50180295	"protein_coding"
"8803"	"Q96RD7"	0.052	0.202	"PANX1"	94128841	94181968	"protein_coding"
"8804"	"Q96RE7"	0.201	0.52	"NACC1"	13116862	13141147	"protein_coding"
"8805"	"Q96RE9"	0.053	0.325	"ZNF300"	150894392	150904983	"protein_coding"
"8806"	"Q96RF0"	0.244	0.338	"SNX18"	54517759	54546586	"protein_coding"
"8807"	"Q96RG2"	0.057	0.537	"PASK"	241106099	241150264	"protein_coding"
"8808"	"Q96RI0"	0.119	0.205	"F2RL3"	16888999	16892606	"protein_coding"
"8809"	"Q96RJ3"	0.533	1	"TNFRSF13C"	41922032	41926806	"protein_coding"
"8810"	"Q96RK0"	0.551	0.927	"CIC"	42268537	42295797	"protein_coding"
"8811"	"Q96RK1"	0.462	1	"CITED4"	40861054	40862363	"protein_coding"
"8812"	"Q96RK4"	0.202	0.16	"BBS4"	72686179	72738475	"protein_coding"
"8813"	"Q96RL1"	0.449	0.91	"UIMC1"	176905005	177022633	"protein_coding"
"8814"	"Q96RL7"	NA	NA	"VPS13A"	77177445	77421537	"protein_coding"
"8815"	"Q96RM1"	0.278	1	"SPRR2F"	153112121	153113516	"protein_coding"
"8816"	"Q96RN1"	0.116	0.375	"SLC26A8"	35943516	36024868	"protein_coding"
"8817"	"Q96RN5"	0.297	0.662	"MED15"	20495913	20587632	"protein_coding"
"8818"	"Q96RP9"	NA	0.065	"GFM1"	158644527	158695581	"protein_coding"
"8819"	"Q96RQ1"	NA	0.194	"ERGIC2"	29337352	29381189	"protein_coding"
"8820"	"Q96RQ3"	NA	0.073	"MCCC1"	183015218	183116075	"protein_coding"
"8821"	"Q96RQ9"	0.109	0.145	"IL4I1"	49889654	49929539	"protein_coding"
"8822"	"Q96RR1"	0.07	0.17	"TWNK"	100987367	100994403	"protein_coding"
"8823"	"Q96RR4"	0.347	0.459	"CAMKK2"	121237675	121298308	"protein_coding"
"8824"	"Q96RS0"	0.353	0.564	"TGS1"	55773446	55826445	"protein_coding"
"8825"	"Q96RS6"	NA	0.091	"NUDCD1"	109240919	109334121	"protein_coding"
"8826"	"Q96RT1"	0.239	0.622	"ERBIN"	65883128	66082546	"protein_coding"
"8827"	"Q96RT7"	0.148	0.393	"TUBGCP6"	50217689	50245023	"protein_coding"
"8828"	"Q96RT8"	0.072	0.218	"TUBGCP5"	22983192	23039572	"protein_coding"
"8829"	"Q96RU2"	0.104	0.216	"USP28"	113797874	113875572	"protein_coding"
"8830"	"Q96RU3"	0.188	0.347	"FNBP1"	129887187	130043189	"protein_coding"
"8831"	"Q96RV3"	0.264	0.477	"PCNX1"	70907405	71115382	"protein_coding"
"8832"	"Q96RW7"	NA	NA	"HMCN1"	185734391	186190949	"protein_coding"
"8833"	"Q96RY5"	0.437	0.768	"CRAMP1"	1612337	1677908	"protein_coding"
"8834"	"Q96RY7"	0.02	0.047	"IFT140"	1510427	1612072	"protein_coding"
"8835"	"Q96S06"	0.069	0.072	"LMF1"	853634	981318	"protein_coding"
"8836"	"Q96S15"	NA	0.271	"WDR24"	684622	690444	"protein_coding"
"8837"	"Q96S16"	NA	0.117	"JMJD8"	681670	684528	"protein_coding"
"8838"	"Q96S19"	NA	0	"METTL26"	634427	636366	"protein_coding"
"8839"	"Q96S21"	0.132	0.189	"RAB40C"	589357	629272	"protein_coding"
"8840"	"Q96S37"	NA	0.031	"SLC22A12"	64590641	64602353	"protein_coding"
"8841"	"Q96S38"	0.129	0.565	"RPS6KC1"	213051233	213274774	"protein_coding"
"8842"	"Q96S42"	NA	0.176	"NODAL"	70431936	70447951	"protein_coding"
"8843"	"Q96S44"	0.083	0.091	"TP53RK"	46684365	46689444	"protein_coding"
"8844"	"Q96S52"	NA	0.052	"PIGS"	28553383	28571794	"protein_coding"
"8845"	"Q96S53"	0.089	0.419	"TESK2"	45343883	45491163	"protein_coding"
"8846"	"Q96S55"	0.215	0.292	"WRNIP1"	2765393	2786952	"protein_coding"
"8847"	"Q96S59"	0.228	0.384	"RANBP9"	13621498	13711835	"protein_coding"
"8848"	"Q96S66"	0.287	0.535	"CLCC1"	108881885	108963527	"protein_coding"
"8849"	"Q96S82"	0.3	0.332	"UBL7"	275246	290451	"protein_coding"
"8850"	"Q96S86"	NA	0.131	"HAPLN3"	88877294	88895597	"protein_coding"
"8851"	"Q96S90"	0.339	0.789	"LYSMD1"	151159748	151165948	"protein_coding"
"8852"	"Q96S94"	0.394	0.488	"CCNL2"	1385711	1399335	"protein_coding"
"8853"	"Q96S95"	0.266	1	"CAMK2N2"	184259213	184261553	"protein_coding"
"8854"	"Q96S97"	0.065	0.087	"MYADM"	53864763	53876435	"protein_coding"
"8855"	"Q96S99"	0.168	0.172	"PLEKHF1"	29665459	29675477	"protein_coding"
"8856"	"Q96SB3"	0.486	0.662	"PPP1R9B"	50133737	50150677	"protein_coding"
"8857"	"Q96SB4"	0.279	0.336	"SRPK1"	35832966	35921342	"protein_coding"
"8858"	"Q96SB8"	0.071	0.076	"SMC6"	17663812	17800242	"protein_coding"
"8859"	"Q96SD1"	0.111	0.477	"DCLRE1C"	14897359	14954432	"protein_coding"
"8860"	"Q96SI1"	0.113	0.258	"KCTD15"	33795933	33815763	"protein_coding"
"8861"	"Q96SI9"	0.118	0.335	"STRBP"	123109500	123268586	"protein_coding"
"8862"	"Q96SK2"	0.18	0.414	"TMEM209"	130164713	130207770	"protein_coding"
"8863"	"Q96SK3"	NA	0.055	"ZNF607"	37696371	37719761	"protein_coding"
"8864"	"Q96SL4"	NA	0.118	"GPX7"	52602371	52609051	"protein_coding"
"8865"	"Q96SL8"	0.133	0.425	"FIZ1"	55591376	55601970	"protein_coding"
"8866"	"Q96SM3"	0.045	0.176	"CPXM1"	2794074	2800627	"protein_coding"
"8867"	"Q96SN7"	NA	0.193	"ORAI2"	102433106	102456825	"protein_coding"
"8868"	"Q96SN8"	0.116	0.651	"CDK5RAP2"	120388875	120580170	"protein_coding"
"8869"	"Q96SR6"	NA	0.411	"ZNF382"	36604817	36634114	"protein_coding"
"8870"	"Q96ST2"	0.675	0.803	"IWS1"	127436207	127526886	"protein_coding"
"8871"	"Q96ST3"	0.166	0.39	"SIN3A"	75369379	75455842	"protein_coding"
"8872"	"Q96ST8"	0.216	0.501	"CEP89"	32875925	32971991	"protein_coding"
"8873"	"Q96SU4"	0.186	0.226	"OSBPL9"	51577179	51798427	"protein_coding"
"8874"	"Q96SW2"	0.102	0.104	"CRBN"	3144628	3179727	"protein_coding"
"8875"	"Q96SY0"	NA	0.141	"INTS14"	65578753	65611289	"protein_coding"
"8876"	"Q96SZ5"	0.196	0.074	"ADO"	62804720	62808479	"protein_coding"
"8877"	"Q96SZ6"	NA	0.146	"CDK5RAP1"	33358839	33401561	"protein_coding"
"8878"	"Q96T17"	0.537	0.831	"MAP7D2"	20006713	20116907	"protein_coding"
"8879"	"Q96T21"	0.288	0.781	"SECISBP2"	89318500	89359663	"protein_coding"
"8880"	"Q96T23"	0.622	0.796	"RSF1"	77660009	77820869	"protein_coding"
"8881"	"Q96T37"	0.465	0.578	"RBM15"	110338506	110346681	"protein_coding"
"8882"	"Q96T49"	0.085	0.455	"PPP1R16B"	38805697	38923024	"protein_coding"
"8883"	"Q96T51"	0.123	0.268	"RUFY1"	315196	376273	"protein_coding"
"8884"	"Q96T53"	NA	0.002	"MBOAT4"	30131671	30144665	"protein_coding"
"8885"	"Q96T58"	0.573	NA	"SPEN"	15836095	15940456	"protein_coding"
"8886"	"Q96T60"	0.106	0.071	"PNKP"	49859882	49878351	"protein_coding"
"8887"	"Q96T66"	NA	0.135	"NMNAT3"	139560180	139678017	"protein_coding"
"8888"	"Q96T68"	0.099	0.452	"SETDB2"	49444274	49495003	"protein_coding"
"8889"	"Q96T76"	NA	0.012	"MMS19"	97458324	97498794	"protein_coding"
"8890"	"Q96T83"	0.124	0.305	"SLC9A7"	46599251	46759118	"protein_coding"
"8891"	"Q96T88"	0.125	0.173	"UHRF1"	4903080	4962154	"protein_coding"
"8892"	"Q96T92"	0.345	0.82	"INSM2"	35534164	35537054	"protein_coding"
"8893"	"Q96TA1"	0.21	0.188	"NIBAN2"	127505339	127578989	"protein_coding"
"8894"	"Q96TA2"	NA	0.395	"YME1L1"	27110111	27155266	"protein_coding"
"8895"	"Q96TC7"	0.136	0.455	"RMDN3"	40735884	40755851	"protein_coding"
"8896"	"Q99075"	0.226	0.51	"HBEGF"	140332843	140346603	"protein_coding"
"8897"	"Q99081"	0.6	0.899	"TCF12"	56918623	57299281	"protein_coding"
"8898"	"Q99102"	0.358	0.51	"MUC4"	195746765	195811973	"protein_coding"
"8899"	"Q99250"	0.104	0.285	"SCN2A"	165194993	165392310	"protein_coding"
"8900"	"Q99259"	0.039	0.12	"GAD1"	170813213	170861151	"protein_coding"
"8901"	"Q99418"	NA	0.045	"CYTH2"	48469208	48482314	"protein_coding"
"8902"	"Q99424"	NA	0.021	"ACOX2"	58505136	58537283	"protein_coding"
"8903"	"Q99426"	NA	0.07	"TBCB"	36114289	36125947	"protein_coding"
"8904"	"Q99435"	NA	0.053	"NELL2"	44508275	44921848	"protein_coding"
"8905"	"Q99436"	NA	0.271	"PSMB7"	124353465	124415444	"protein_coding"
"8906"	"Q99439"	0.087	0.599	"CNN2"	1026586	1039068	"protein_coding"
"8907"	"Q99442"	0.429	0.496	"SEC62"	169966635	169998373	"protein_coding"
"8908"	"Q99447"	0.051	0.113	"PCYT2"	81900958	81911432	"protein_coding"
"8909"	"Q99456"	0.111	0.551	"KRT12"	10571	16478	"protein_coding"
"8910"	"Q99457"	0.486	0.522	"NAP1L3"	93670930	93673578	"protein_coding"
"8911"	"Q99459"	0.13	0.595	"CDC5L"	44387706	44450425	"protein_coding"
"8912"	"Q99460"	0.112	0.118	"PSMD1"	231056845	231173116	"protein_coding"
"8913"	"Q99467"	NA	0.08	"CD180"	67179613	67196799	"protein_coding"
"8914"	"Q99470"	NA	0.128	"SDF2"	28648346	28662189	"protein_coding"
"8915"	"Q99471"	NA	0.117	"PFDN5"	53295291	53299452	"protein_coding"
"8916"	"Q99487"	NA	0.01	"PAFAH2"	25959767	25998117	"protein_coding"
"8917"	"Q99489"	NA	0.023	"DDO"	110391771	110415575	"protein_coding"
"8918"	"Q99490"	0.468	0.574	"AGAP2"	57723761	57742157	"protein_coding"
"8919"	"Q99496"	0.155	0.345	"RNF2"	185045497	185102603	"protein_coding"
"8920"	"Q99497"	NA	0	"PARK7"	7954291	7985505	"protein_coding"
"8921"	"Q99501"	0.609	0.646	"GAS2L1"	29306618	29312787	"protein_coding"
"8922"	"Q99502"	0.297	0.53	"EYA1"	71197433	71592025	"protein_coding"
"8923"	"Q99504"	0.187	0.551	"EYA3"	27970344	28088637	"protein_coding"
"8924"	"Q99519"	NA	0.118	"NEU1"	31857659	31862905	"protein_coding"
"8925"	"Q99523"	NA	0.214	"SORT1"	109309568	109397918	"protein_coding"
"8926"	"Q99536"	0.102	0.112	"VAT1"	43014607	43025123	"protein_coding"
"8927"	"Q99538"	NA	0.046	"LGMN"	92703807	92748679	"protein_coding"
"8928"	"Q99541"	0.059	0.327	"PLIN2"	19108375	19149290	"protein_coding"
"8929"	"Q99543"	0.081	0.262	"DNAJC2"	103312289	103344830	"protein_coding"
"8930"	"Q99547"	NA	0.831	"MPHOSPH6"	82147798	82170224	"protein_coding"
"8931"	"Q99549"	0.392	0.581	"MPHOSPH8"	19633659	19673441	"protein_coding"
"8932"	"Q99550"	0.174	0.74	"MPHOSPH9"	123152320	123244014	"protein_coding"
"8933"	"Q99551"	NA	0.183	"MTERF1"	91692008	91880702	"protein_coding"
"8934"	"Q99558"	0.216	0.516	"MAP3K14"	45263119	45317029	"protein_coding"
"8935"	"Q99567"	NA	0.177	"NUP88"	5359668	5420164	"protein_coding"
"8936"	"Q99569"	0.304	0.605	"PKP4"	158456952	158682879	"protein_coding"
"8937"	"Q99570"	0.032	0.147	"PIK3R4"	130678934	130746829	"protein_coding"
"8938"	"Q99571"	NA	0.126	"P2RX4"	121210065	121234106	"protein_coding"
"8939"	"Q99572"	NA	0.103	"P2RX7"	121132819	121188032	"protein_coding"
"8940"	"Q99574"	NA	0.022	"SERPINI1"	167735243	167825569	"protein_coding"
"8941"	"Q99575"	0.231	0.297	"POP1"	98117293	98159835	"protein_coding"
"8942"	"Q99576"	0.201	0.597	"TSC22D3"	107713221	107777342	"protein_coding"
"8943"	"Q99578"	NA	0.18	"RIT2"	42743227	43115691	"protein_coding"
"8944"	"Q99583"	0.534	0.857	"MNT"	2384073	2401104	"protein_coding"
"8945"	"Q99584"	NA	0.173	"S100A13"	153618787	153631360	"protein_coding"
"8946"	"Q99590"	0.476	0.876	"SCAF11"	45919131	45992120	"protein_coding"
"8947"	"Q99592"	0.146	0.648	"ZBTB18"	244048547	244057476	"protein_coding"
"8948"	"Q99594"	0.078	0.244	"TEAD3"	35473597	35497079	"protein_coding"
"8949"	"Q99595"	0.164	0.287	"TIMM17A"	201955503	201970664	"protein_coding"
"8950"	"Q99598"	0.11	0.238	"TSNAX"	231528541	231566524	"protein_coding"
"8951"	"Q99607"	0.294	0.861	"ELF4"	130063955	130110716	"protein_coding"
"8952"	"Q99611"	0.054	NA	"SEPHS2"	30443631	30445874	"protein_coding"
"8953"	"Q99613"	0.262	0.285	"EIF3C"	28688558	28735727	"protein_coding"
"8954"	"Q99614"	0.353	0.373	"TTC1"	160009113	160065543	"protein_coding"
"8955"	"Q99615"	NA	0.097	"DNAJC7"	41976421	42021376	"protein_coding"
"8956"	"Q99618"	0.948	1	"CDCA3"	6844793	6851292	"protein_coding"
"8957"	"Q99622"	NA	0.222	"C12orf57"	6942978	6946003	"protein_coding"
"8958"	"Q99623"	NA	0.14	"PHB2"	6965327	6970780	"protein_coding"
"8959"	"Q99624"	NA	0.196	"SLC38A3"	50205246	50221486	"protein_coding"
"8960"	"Q99627"	NA	0.191	"COPS8"	237085882	237100474	"protein_coding"
"8961"	"Q99633"	NA	0.287	"PRPF18"	13586939	13668445	"protein_coding"
"8962"	"Q99638"	0.274	0.304	"RAD9A"	67317871	67398410	"protein_coding"
"8963"	"Q99640"	0.196	0.369	"PKMYT1"	2968024	2980479	"protein_coding"
"8964"	"Q99643"	NA	0.42	"SDHC"	161314381	161363206	"protein_coding"
"8965"	"Q99650"	NA	0.266	"OSMR"	38845858	38945596	"protein_coding"
"8966"	"Q99653"	NA	0.005	"CHP1"	41230839	41281887	"protein_coding"
"8967"	"Q99661"	0.039	0.25	"KIF2C"	44739818	44767767	"protein_coding"
"8968"	"Q99665"	0.036	0.278	"IL12RB2"	67307364	67398724	"protein_coding"
"8969"	"Q99674"	0.447	0.654	"CGREF1"	27098889	27119128	"protein_coding"
"8970"	"Q99675"	NA	0.34	"CGRRF1"	54509812	54539292	"protein_coding"
"8971"	"Q99676"	0.029	0.23	"ZNF184"	27450743	27473118	"protein_coding"
"8972"	"Q99683"	0.035	0.229	"MAP3K5"	136557046	136793097	"protein_coding"
"8973"	"Q99684"	0.258	0.592	"GFI1"	92473043	92486925	"protein_coding"
"8974"	"Q99697"	0.205	0.814	"PITX2"	110617423	110642123	"protein_coding"
"8975"	"Q99698"	0.028	NA	"LYST"	235661041	235883724	"protein_coding"
"8976"	"Q99700"	0.635	0.912	"ATXN2"	111443485	111599676	"protein_coding"
"8977"	"Q99704"	0.26	0.557	"DOK1"	74549026	74557551	"protein_coding"
"8978"	"Q99707"	NA	0.024	"MTR"	236795260	236921278	"protein_coding"
"8979"	"Q99708"	0.139	0.839	"RBBP8"	22798261	23026488	"protein_coding"
"8980"	"Q99714"	NA	0	"HSD17B10"	53431258	53434370	"protein_coding"
